manner_of_death,armed,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,city,age,city,gender,longitude,latitude,race,state,name,id
shot,gun,False,attack,Car,False,True,Las Vegas,20.7,Los Angeles,M,-69.2244,34.978500000000004,W,CA,Rachel Escobar,209
shot,unarmed,True,attack,Not fleeing,False,True,Pocatello,35.1,Jacksonville,M,-108.909,33.8697,W,CA,Emily Williams,210
shot,gun,False,attack,Not fleeing,False,True,Sparks,27.9,Los Angeles,M,-85.9374,27.2781,W,CA,Tammy Wright,211
shot,machete,True,attack,Not fleeing,False,True,Malone,30.6,Jacksonville,M,-69.0759,36.0018,W,CA,Megan Jackson,212
shot,gun,False,attack,Not fleeing,False,True,Cheatham County,52.2,Arlington,M,-80.1225,38.270700000000005,W,CA,James Wright,213
shot,gun,False,attack,Car,False,True,South Salt Lake,36.0,Phoenix,M,-97.659,41.2011,W,CA,Dustin Cook,214
shot,gun,False,attack,Not fleeing,False,True,Aspers,25.2,Los Angeles,M,-105.4476,29.691000000000003,W,CA,Bradley Richmond,215
shot,gun,False,attack,Car,False,True,Loveland,40.5,Phoenix,M,-85.7565,29.103300000000004,W,CA,Alexandria Skinner,216
shot,gun,True,attack,Not fleeing,False,True,Paterson,66.6,Arlington,M,-69.4422,35.8731,W,CA,Anthony Stephens,217
shot,gun,False,attack,Not fleeing,False,True,Houma,24.3,Phoenix,M,-87.6348,32.166000000000004,W,CA,Edward Davis,218
shot,knife,True,other,Not fleeing,False,True,Bossier City,25.2,Jacksonville,M,-104.8608,29.412,W,CA,Deanna Galvan,219
shot and Tasered,knife,True,other,Foot,False,True,Memphis,58.5,Orlando,M,-99.7425,29.0259,W,CA,Mary Williams,220
shot and Tasered,undetermined,False,attack,Car,False,True,Tempe,37.8,Phoenix,M,-80.1351,27.36,H,CA,Andrew Reyes,221
shot,gun,False,attack,Not fleeing,False,True,Westminster,27.0,Phoenix,M,-86.1786,26.6733,W,CA,Kimberly Wu,222
shot,gun,True,attack,Car,False,True,Savannah,22.5,Los Angeles,M,-74.0106,32.8365,W,CA,Rebecca Williamson,223
shot,gun,True,attack,Not fleeing,False,True,Arlington,27.0,Arlington,M,-134.8326,55.0962,W,CA,Donald Doyle,224
shot,gun,False,attack,Not fleeing,False,True,Shreveport,32.4,Arlington,M,-77.2236,27.1593,W,CA,Robin Gonzalez,225
shot,undetermined,False,other,Car,True,True,Albuquerque,33.3,San Antonio,M,-75.5874,32.4009,W,CA,Julie Nichols,226
shot,gun,False,attack,Foot,False,True,Great Falls,27.0,Houston,M,-106.7121,30.8169,W,CA,Vanessa Jones,227
shot,gun,False,attack,Foot,False,True,Lake Hallie,18.0,Phoenix,M,-105.5421,29.6793,H,CA,Michael Simmons,228
shot and Tasered,gun,True,other,Not fleeing,False,True,Oakridge,36.9,Los Angeles,M,-72.2646,23.3451,W,CA,Steven Johnson,229
shot,gun,False,attack,Not fleeing,False,True,Las Vegas,27.0,Phoenix,M,-74.1618,25.2099,W,CA,Heather Chen,230
shot,knife,True,other,Not fleeing,False,True,Tulare,41.4,San Antonio,M,-86.34960000000001,26.8101,W,CA,Stacy Jones MD,231
shot,knife,False,other,Not fleeing,False,True,Aurora,19.8,Phoenix,M,-96.1605,29.0565,W,CA,Kendra Coleman,232
shot,gun,False,attack,Car,False,True,High Point,45.0,Las Vegas,M,-100.5048,30.0735,W,CA,Cory Lin,233
shot,gun,False,attack,Not fleeing,False,True,Old Town,30.6,San Antonio,M,-75.9825,35.8668,W,CA,Zachary Hanson,234
shot,gun,True,attack,Not fleeing,False,True,Woodville,26.1,Phoenix,M,-105.6924,30.6567,H,CA,Dwayne Cordova,235
shot,knife,False,other,Not fleeing,False,True,Glade Spring,38.7,Los Angeles,M,-109.2906,34.6968,W,CA,Melissa Moody,236
shot,toy weapon,False,attack,Car,False,True,Charlotte,28.8,Los Angeles,M,-85.7844,26.7417,H,CA,Taylor Thomas,237
shot,gun,False,attack,Foot,False,True,St Louis,18.9,San Antonio,M,-78.8616,37.584,W,CA,Dennis Wagner,238
shot,gun,False,attack,Not fleeing,False,True,Milwaukee,51.3,Chattanooga,M,-76.2489,30.6486,N,CA,William Young,239
shot,,False,attack,Car,False,True,Bossier City,26.1,Los Angeles,M,-84.15090000000001,32.8788,W,CA,Samantha Gross,240
shot,gun,False,attack,Not fleeing,False,True,Baltimore,40.5,Albuquerque,M,-70.9398,32.4225,W,CA,Zoe Mcguire,241
shot,gun,True,attack,Not fleeing,False,True,Eustis,21.6,Bakersfield,M,-107.2647,30.8052,W,CA,Julia Brown,242
shot,gun,False,attack,Not fleeing,False,True,Tucson,15.3,Phoenix,M,-94.4064,35.620200000000004,H,CA,Karen Christian,243
shot,toy weapon,False,attack,Not fleeing,False,True,Jacksonville,17.1,Los Angeles,M,-86.3775,37.098,W,CA,Denise Mclaughlin,244
shot,vehicle,False,other,Car,False,True,Gary,21.6,Los Angeles,M,-82.54169999999999,37.773,W,CA,Jonathan Harvey,245
shot,gun,False,attack,Not fleeing,False,True,Sacramento,43.2,Phoenix,M,-98.397,30.6846,W,CA,Becky Paul,246
shot,knife,False,attack,Not fleeing,False,True,Tulsa,21.6,Los Angeles,M,-110.178,33.9948,W,CA,Cynthia Murphy,247
shot,gun,False,attack,Foot,False,True,Puyallup,44.1,Phoenix,M,-87.2433,29.6955,H,CA,Carlos Cruz,248
shot,unarmed,False,other,Not fleeing,False,True,Walterboro,36.9,Jacksonville,M,-94.3146,34.953300000000006,W,CA,Caroline Wise,249
shot,gun,True,attack,Not fleeing,False,True,Milwaukie,34.2,Los Angeles,M,-85.6413,26.8308,H,CA,Derrick Knight,250
shot and Tasered,gun,True,attack,Not fleeing,False,True,Indianapolis,25.2,Charlotte,M,-78.89580000000001,31.3227,B,CA,Jacqueline Kim,251
shot,knife,False,other,Not fleeing,True,True,Clarksburg,27.9,Phoenix,M,-79.2342,38.8206,H,CA,Matthew Ramos,252
shot,gun,False,attack,Foot,False,True,Modesto,18.9,Las Vegas,M,-87.4188,29.8791,B,CA,Mr. Joel Price,253
shot,gun,False,attack,Not fleeing,True,True,Commerce City,36.0,Bakersfield,M,-91.6461,31.7043,W,CA,Daniel Le,254
shot,gun,True,attack,Car,False,True,Silverton,39.6,Phoenix,M,-83.7504,40.4676,W,CA,Nicole Lopez,255
shot and Tasered,unarmed,False,other,Foot,False,True,Westerville,47.7,Phoenix,M,-77.5485,36.4221,W,CA,Paul Bryant,256
shot,knife,True,other,Not fleeing,False,True,Inwood,20.7,San Antonio,M,-77.0706,36.4788,W,CA,Steven Carlson,257
shot,gun,False,attack,Not fleeing,False,True,Greeley,53.1,Los Angeles,M,-76.4541,36.0441,W,CA,Andre Mccarty MD,258
shot,gun,True,attack,Not fleeing,False,True,Show Low,21.6,Chicago,M,-110.6532,40.9797,H,CA,Peter Howard,259
shot,gun,False,attack,Foot,False,True,McAlester,30.6,Oklahoma City,M,-95.9742,31.5621,B,CA,Jacqueline Dillon,260
shot,gun,False,attack,Car,False,True,Vancouver,24.3,Chattanooga,M,-72.3105,23.2173,W,CA,James Martin,261
shot,gun,False,attack,Car,False,True,Indianapolis,36.9,Las Vegas,M,-74.6523,36.1035,B,CA,Alexis Cuevas,262
shot,gun,False,attack,Car,False,True,Denton,32.4,Houston,M,-100.7532,36.6255,W,CA,Jeremy Davis,263
shot,,False,attack,Car,False,True,Sacramento,32.4,Los Angeles,M,-110.079,42.6537,B,CA,Ashley Nguyen,264
shot,gun,False,attack,Foot,False,True,Orange Park,18.9,Phoenix,M,-111.3336,37.0683,H,CA,Nicole Peterson,265
shot,knife,True,other,Not fleeing,False,True,Oklahoma City,40.5,Chattanooga,M,-75.015,38.421,W,CA,Kevin Olson,266
shot,sword,False,attack,Not fleeing,False,True,Casper,34.2,Los Angeles,M,-71.0019,38.6514,H,CA,Denise Hall,267
shot,gun,False,attack,Car,False,True,Moriarty,24.3,Oklahoma City,M,-109.332,37.7649,B,CA,Ashley Bell,268
shot,gun,True,attack,Not fleeing,False,True,Washington Park,22.5,Phoenix,M,-111.7395,36.7254,W,CA,Ashley Roberts,269
shot,gun,False,attack,Not fleeing,False,True,Burlington,28.8,Ashville,M,-73.9899,32.9013,W,CA,Aaron Lambert,270
shot and Tasered,,False,attack,Other,False,True,Prescott,30.6,Phoenix,M,-72.0891,23.5593,H,CA,John Riley,271
shot,knife,False,attack,Not fleeing,False,True,Enid,46.8,Phoenix,M,-94.4244,35.7615,H,CA,Julia Frazier,272
shot,gun,False,attack,Car,False,True,Mountain Iron,35.1,Houston,M,-75.654,32.0427,W,CA,Kenneth Mills,273
shot,gun,True,attack,Not fleeing,True,True,Houston,21.6,Los Angeles,M,-87.13889999999999,29.4399,W,CA,Damon Johnson,274
shot,gun,False,attack,Foot,True,True,Urbandale,50.4,Los Angeles,M,-72.0891,23.5593,W,CA,Crystal Jones,275
shot,machete,True,other,Not fleeing,False,True,Kingsland,15.3,Las Vegas,M,-102.8835,39.168000000000006,W,CA,Ann Martinez,276
shot,gun,True,attack,Car,False,True,Clinton,43.2,San Antonio,M,-106.4331,30.6225,W,CA,Steven Bernard,277
shot,gun,False,attack,Not fleeing,False,True,Metairie,37.8,Charlotte,M,-105.9489,30.6459,B,CA,Jordan Robinson,278
shot,undetermined,False,other,Foot,False,True,La Paz County,27.0,Atlanta,M,-71.9892,29.4804,B,CA,Tammy Clark,279
shot,machete,True,attack,Not fleeing,False,True,Fresno,23.4,Arlington,M,-85.4739,26.7597,W,CA,Brandon Anderson DVM,280
shot,gun,False,other,Foot,False,True,San Bernardino,49.5,Los Angeles,M,-74.4732,25.1613,W,CA,James Duran,281
shot,knife,False,attack,Not fleeing,False,True,Somerville,25.2,Los Angeles,M,-73.6335,27.2295,W,CA,Shannon Vasquez,282
shot,unarmed,False,other,Car,False,True,Ragley,26.1,Los Angeles,M,-79.5915,30.1527,B,CA,Emily Baker,283
shot,toy weapon,False,attack,Car,True,True,Midwest City,24.3,Las Vegas,M,-86.8608,30.4677,W,CA,Stacie Gonzalez,284
shot,gun,True,attack,Not fleeing,False,True,Twinsburg,45.0,Los Angeles,M,-99.8334,28.9998,W,CA,Steven Warner,285
shot,toy weapon,True,attack,Not fleeing,False,True,Newton,53.1,Houston,M,-110.0466,34.047900000000006,W,CA,Robert Wright,286
shot,knife,False,other,Not fleeing,False,True,Healdton,54.9,Phoenix,M,-106.317,30.6297,W,CA,Andrew Davidson,287
shot,gun,False,attack,Foot,False,True,Grover Beach,45.0,Phoenix,M,-69.453,34.4385,H,CA,Laura Davis,288
shot,gun,False,attack,Not fleeing,False,True,Las Vegas,49.5,Los Angeles,M,-89.74080000000001,29.1879,W,CA,Alexis Sherman,289
shot,knife,True,other,Not fleeing,True,True,Sevierville,43.2,Bakersfield,M,-101.25,30.0006,W,CA,Victoria Wilson,290
shot,gun,True,attack,Not fleeing,False,True,Pasadena,36.9,Phoenix,M,-110.0988,42.8454,H,CA,Amanda Palmer,291
shot,gun,False,attack,Not fleeing,False,True,Jacksonville,31.5,Chicago,M,-73.305,37.0773,H,CA,Jaime Contreras,292
shot,gun,True,attack,Not fleeing,False,True,Brentwood,36.9,Los Angeles,M,-74.9385,38.3436,H,CA,Brian Nichols,293
shot,knife,False,attack,Not fleeing,False,True,Orcutt,34.2,Los Angeles,M,-109.1637,35.0001,H,CA,Mr. Michael Jones,294
shot,gun,False,other,Not fleeing,False,True,Anderson,38.7,Orlando,M,-111.6909,39.5775,W,CA,Dominique Anderson,295
shot,unarmed,True,other,Foot,False,True,Redlands,34.2,Los Angeles,M,-66.5325,36.7758,W,CA,Kristin Carter,296
shot,knife,True,other,Not fleeing,False,True,Danville,26.1,Arlington,M,-72.01259999999999,29.6091,W,CA,Terry Schwartz,297
shot,knife,True,other,Not fleeing,False,True,Santa Cruz,27.9,Phoenix,M,-63.9459,37.6767,W,CA,Dr. Christopher Bright,298
shot,,False,attack,Not fleeing,False,True,Stratford,27.0,Los Angeles,M,-73.1466,32.539500000000004,W,CA,Jeffrey Shaw,299
shot,unarmed,False,other,Not fleeing,False,True,Kansas City,22.5,Phoenix,M,-92.8179,29.4966,W,CA,Andrea Griffin,300
shot,knife,False,other,Not fleeing,False,True,South Greensburg,20.7,Las Vegas,M,-66.36869999999999,36.6264,W,CA,Jasmine Gonzalez,301
shot,gun,True,attack,Foot,False,True,Atlanta,34.2,Los Angeles,M,-73.1286,25.9983,W,CA,Richard Hampton,302
shot,gun,False,attack,Foot,False,True,Meridian,35.1,Phoenix,M,-76.22009999999999,37.476,W,CA,Phillip Hoffman,303
shot,gun,False,attack,Not fleeing,False,True,Columbus,23.4,Las Vegas,M,-105.5538,30.6954,B,CA,Amy Lee,304
shot,toy weapon,True,attack,Not fleeing,False,True,Eufaula,23.4,Los Angeles,M,-85.0869,35.1918,B,CA,David Williams,305
shot,gun,False,attack,Not fleeing,False,True,Chicago,23.4,Atlanta,M,-107.8308,33.075,W,CA,Jessica Farley,306
shot,unarmed,False,other,Not fleeing,False,True,Albuquerque,22.5,Phoenix,M,-77.13719999999999,34.473600000000005,W,CA,Jeremy Hurley,307
shot,,False,attack,Car,False,True,Kerrville,30.6,Los Angeles,M,-73.9044,27.0252,W,CA,Eugene Finley,308
shot,gun,False,attack,Not fleeing,False,True,Los Lunas,25.2,Bakersfield,M,-94.572,35.8209,W,CA,Joseph Jones,309
shot,gun,False,attack,Car,False,True,Cleveland,29.7,Phoenix,M,-107.7264,33.156000000000006,W,CA,Tara Melton,310
shot,gun,False,attack,Foot,True,True,Tallahassee,26.1,Denver,M,-85.6935,35.0514,W,CA,Danielle Allen,311
shot,machete,True,other,Not fleeing,True,True,Oakland,27.9,Arlington,M,-111.3336,37.0683,W,CA,Donna Lopez,312
shot,unarmed,True,attack,Foot,False,True,Muhlenberg Township,22.5,Orlando,M,-94.5738,35.7516,W,CA,Nicholas Anderson,313
shot,knife,True,other,Not fleeing,False,True,Trotwood,30.6,Los Angeles,M,-109.9521,42.6771,W,CA,Brandon Richardson,314
shot,unarmed,False,attack,Not fleeing,False,True,Millville,40.5,Los Angeles,M,-106.2423,30.6297,W,CA,Kevin Smith,315
shot,gun,False,attack,Not fleeing,False,True,Silver Spring,26.1,Los Angeles,M,-67.6584,36.0342,W,CA,Kathryn Brown,316
shot,gun,False,attack,Not fleeing,False,True,Louisville,18.0,Los Angeles,M,-105.5322,29.8764,W,CA,Shawn Serrano,317
shot,hammer,False,other,Not fleeing,False,True,Norfolk,36.9,Los Angeles,M,-72.2277,32.3208,W,CA,Danielle Hall,318
shot,gun,False,attack,Not fleeing,False,True,Pentress,41.4,Tucson,M,-104.9013,39.2238,W,CA,Nancy Barnett,319
shot,gun,False,attack,Not fleeing,True,True,Pearl River County,40.5,Aitkin,M,-87.0039,29.581200000000003,N,CA,Jacob Griffith,320
shot,gun,True,attack,Not fleeing,False,True,Hollywood,27.0,Los Angeles,M,-106.4997,30.5901,W,CA,James Torres,321
shot,knife,False,other,Foot,False,True,Miami Township,32.4,Houston,M,-87.70589999999999,24.9768,W,CA,Sheila West,322
shot,gun,True,attack,Not fleeing,False,True,Victoria,22.5,Los Angeles,M,-71.8938,36.3978,B,CA,Brent Todd,323
shot,gun,False,attack,Not fleeing,False,True,Melba,27.9,Los Angeles,M,-80.0874,31.7268,W,CA,Zachary Castillo,324
shot,gun,False,attack,Not fleeing,False,True,Lawrence County,16.2,San Antonio,M,-74.1942,31.8141,W,CA,Robin Frederick,325
shot,gun,True,attack,Not fleeing,False,True,Lubbock,30.6,Phoenix,M,-73.6416,23.8257,W,CA,Michele Ward,326
shot,gun,True,attack,Not fleeing,False,True,Indianapolis,24.3,Los Angeles,M,-77.4999,34.5654,W,CA,Stephen Valenzuela,327
shot,unarmed,True,other,Not fleeing,True,True,O'Fallon,30.6,Phoenix,M,-73.9764,31.2201,W,CA,Rita Mcpherson,328
shot and Tasered,metal object,False,other,Not fleeing,False,True,Washington County,14.4,Phoenix,M,-87.4359,33.588899999999995,W,CA,Colin Green,329
shot,gun,False,attack,Not fleeing,True,True,Freeport,19.8,Phoenix,M,-67.6305,35.9991,H,CA,James Hayden,330
shot,gun,True,attack,Not fleeing,True,True,San Bernardino,24.3,Los Angeles,M,-109.7046,32.9427,W,CA,Samuel Branch,331
shot,gun,False,attack,Not fleeing,False,True,Vallejo,41.4,San Antonio,M,-106.3449,30.3885,W,CA,Jacqueline Bell,332
shot,gun,False,attack,Not fleeing,False,True,Savannah,35.1,San Antonio,M,-79.0146,38.43,W,CA,Christopher Thomas,333
shot,gun,False,attack,Not fleeing,False,True,Greenville,24.3,Los Angeles,M,-73.13759999999999,26.0199,W,CA,George Moore,334
shot,gun,False,attack,Not fleeing,False,True,Arlington,37.8,Los Angeles,M,-87.0138,36.7875,W,CA,Andrew Mack,335
shot,toy weapon,True,attack,Not fleeing,False,True,Geneseo,31.5,Assaria,M,-78.38459999999999,32.3946,W,CA,Timothy Webb,336
shot,unarmed,False,attack,Not fleeing,True,True,Redding,33.3,Atlanta,M,-87.5925,29.5164,B,CA,Michele Jensen,337
shot,knife,False,attack,Not fleeing,False,True,Clarksville,35.1,San Antonio,M,-107.739,35.5878,W,CA,Taylor Diaz,338
shot,gun,True,attack,Not fleeing,False,True,Fort Atkinson,22.5,Albuquerque,M,-72.25919999999999,23.2938,W,CA,Amber Long,339
shot,gun,False,attack,Car,False,True,Bass River,27.9,Tucson,M,-74.5551,35.9253,W,CA,Daniel Brown,340
shot,knife,True,other,Not fleeing,False,True,Sullivan,36.9,Phoenix,M,-67.66380000000001,36.8919,H,CA,Randall Martinez,341
shot,knife,False,other,Car,False,True,Mesa,32.4,Phoenix,M,-70.2342,35.4294,H,CA,Lawrence Torres,342
shot,,False,attack,Car,False,True,Farmington,31.5,Albuquerque,M,-73.674,34.6815,W,CA,Michele Smith,343
shot,sword,False,attack,Not fleeing,False,True,Albuquerque,36.0,Albuquerque,M,-81.61110000000001,34.9155,W,CA,Steven Singleton,344
shot,gun,True,attack,Not fleeing,False,True,Palermo,48.6,Orlando,M,-83.9601,40.5378,W,CA,Elizabeth Petersen,345
shot,gun,False,attack,Not fleeing,False,True,Port Arthur,27.9,Los Angeles,M,-66.76559999999999,36.6903,W,CA,Mackenzie Hebert,346
shot,,False,attack,Car,False,True,Los Angeles,27.9,Los Angeles,M,-100.9512,30.2499,B,CA,Anna Hartman,347
shot,gun,False,attack,Not fleeing,False,True,Dillon,19.8,Phoenix,M,-69.50970000000001,35.9811,W,CA,Miguel Ruiz,348
shot,,False,other,Car,False,True,Neenah,28.8,Tucson,M,-69.822,38.8557,W,CA,Christina Barnett,349
shot,,False,attack,Car,False,True,Rehoboth Beach,39.6,Bakersfield,M,-73.0611,37.5561,W,CA,Michael Johnson,350
shot,knife,True,other,Not fleeing,False,True,Baltimore,29.7,Los Angeles,M,-67.02120000000001,36.4383,B,CA,Alison Lynch,351
shot,gun,False,other,Foot,False,True,Flagstaff,42.3,San Antonio,M,-72.8199,26.0496,W,CA,Bobby Burns,352
shot,knife,True,other,Not fleeing,False,True,Metairie,28.8,Columbus,M,-87.4188,29.475,W,CA,Jack Ferguson,353
shot and Tasered,gun,False,attack,Not fleeing,False,True,Bakersfield,17.1,Phoenix,M,-65.9142,36.666,W,CA,Clarence Stanton,354
shot,gun,True,attack,Car,False,True,Barton,45.9,Oklahoma City,M,-72.0054,29.7738,B,CA,Aaron Willis,355
shot,gun,True,attack,Not fleeing,False,True,Gainesville,36.9,San Antonio,M,-105.5826,30.7188,W,CA,Heather Bishop,356
shot,gun,True,attack,Not fleeing,False,True,Idaho Falls,27.0,Bakersfield,M,-83.7972,32.607,W,CA,Thomas Chambers,357
shot,toy weapon,True,attack,Not fleeing,False,True,Greensburg,16.2,Jacksonville,M,-74.5551,35.9253,W,CA,George Olson,358
shot,gun,False,attack,Foot,False,True,Gary,56.7,San Antonio,M,-75.6252,30.6729,W,CA,Joshua Johnson,359
shot,gun,True,attack,Foot,True,True,Medina,33.3,Orlando,M,-107.2593,41.9976,W,CA,Gregory Mitchell,360
shot,gun,True,attack,Not fleeing,False,True,Los Angeles,36.0,Phoenix,M,-64.3662,38.5803,W,CA,Daniel Hoffman,361
shot,sword,False,other,Not fleeing,False,True,Los Angeles,26.1,Los Angeles,M,-81.7416,39.5478,W,CA,Krystal Park,362
shot,unarmed,False,attack,Not fleeing,False,True,Holiday,24.3,Columbus,M,-87.5727,34.539300000000004,W,CA,Amanda Nguyen,363
shot,gun,False,attack,Not fleeing,False,True,Crenshaw County,27.0,Orlando,M,-72.32849999999999,24.5799,W,CA,Sylvia Jones,364
shot,gun,False,attack,Other,False,True,Fulton,36.0,Atlanta,M,-72.7659,31.8168,W,CA,Kayla Peterson,365
shot,gun,False,attack,Not fleeing,False,True,Mesa,32.4,Los Angeles,M,-76.1265,35.2062,W,CA,Benjamin Case,366
shot,gun,False,attack,Not fleeing,False,True,Rossville,19.8,Tucson,M,-73.0611,37.5561,W,CA,Travis Cunningham,367
shot,gun,False,attack,Not fleeing,False,True,Ceres,47.7,Orlando,M,-76.1409,36.8649,W,CA,Dr. Antonio Rivera,368
shot and Tasered,knife,False,other,Not fleeing,False,True,Thomasville,35.1,Phoenix,M,-68.79599999999999,35.379000000000005,H,CA,Sarah Freeman,369
shot and Tasered,knife,False,other,Car,False,True,Neshoba County,22.5,Los Angeles,M,-86.5638,29.053799999999995,W,CA,Jay Cross,370
shot,gun,True,undetermined,Not fleeing,False,True,Gulfport,36.9,Lincoln,M,-110.754,40.446,A,CA,Mark Torres,371
shot,knife,False,attack,Not fleeing,False,True,Puna,14.4,Aitkin,M,-78.1362,30.114,N,CA,Vickie Oneal,372
shot,knife,False,attack,Not fleeing,False,True,Hanford,16.2,Los Angeles,M,-87.8103,31.8978,W,CA,Christina Bright,373
shot,knife,True,other,Not fleeing,False,True,Saginaw,27.0,Bakersfield,M,-106.5177,30.5478,W,CA,Michael Morrison,374
shot,gun,False,attack,Not fleeing,False,True,Indianapolis,25.2,Albuquerque,M,-66.5856,36.5319,W,CA,Rachel Solomon,375
shot,toy weapon,False,attack,Not fleeing,False,True,Pueblo,44.1,Houston,M,-86.0949,35.1648,W,CA,Stephen Boone,376
shot,gun,False,attack,Not fleeing,False,True,Tucson,31.5,San Antonio,M,-109.854,33.8292,W,CA,Daniel Mckee,377
shot,gun,False,attack,Car,False,True,Henderson,37.8,San Antonio,M,-78.9003,37.4346,W,CA,Julian Smith,378
shot,gun,True,attack,Not fleeing,False,True,Lakewood,32.4,Las Vegas,M,-93.0303,29.6559,W,CA,Jennifer Lopez,379
shot,gun,True,attack,Not fleeing,False,True,McLemoresville,30.6,Las Vegas,M,-106.3251,30.6135,B,CA,Tammy Madden,380
shot,knife,True,attack,Not fleeing,False,True,Clanton,16.2,Oklahoma City,M,-102.6126,31.7025,B,CA,Alexander Kennedy,381
shot,gun,False,attack,Not fleeing,False,True,Yucca Valley,32.4,Jacksonville,M,-73.92960000000001,25.4583,W,CA,Jennifer Young,382
shot,undetermined,False,attack,Not fleeing,False,True,Baltimore,35.1,Phoenix,M,-105.8337,30.6171,H,CA,Debbie Thompson,383
shot,gun,True,attack,Not fleeing,False,True,Huntsville,51.3,Phoenix,M,-75.7224,35.702099999999994,W,CA,Michael Mckinney,384
shot,knife,False,attack,Not fleeing,False,True,San Diego,25.2,Los Angeles,M,-76.2021,34.390800000000006,H,CA,Charles Phelps,385
shot,toy weapon,True,attack,Not fleeing,False,True,Chino,33.3,Phoenix,M,-106.2054,31.1103,H,CA,Kaitlyn Barnett,386
shot,knife,True,attack,Not fleeing,False,True,Albuquerque,54.9,Phoenix,M,-81.5643,33.998400000000004,H,CA,Andrew Ruiz,387
shot and Tasered,unarmed,False,other,Not fleeing,False,True,Red Bud,22.5,Los Angeles,M,-106.0884,30.3921,H,CA,Tyler Long,388
shot and Tasered,screwdriver,True,other,Not fleeing,False,True,Hilo,27.9,Phoenix,M,-74.2824,36.6399,W,CA,Jeffrey Jones,389
shot,gun,False,attack,Not fleeing,False,True,Lincoln,36.9,Los Angeles,M,-67.5243,35.442,W,CA,Melanie Hall,390
shot,gun,False,attack,Not fleeing,False,True,Idaho Falls,18.9,Las Vegas,M,-81.0072,34.390800000000006,W,CA,William Martinez,391
shot,gun,False,attack,Not fleeing,False,True,Pendleton,44.1,Los Angeles,M,-110.1519,36.5076,W,CA,Alicia Anderson,392
